"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2022","AQS","410050004","3","6.2","ug/m3 LC","26","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"01/02/2022","AQS","410050004","3","2.8","ug/m3 LC","12","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"01/03/2022","AQS","410050004","3","1.2","ug/m3 LC","5","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"01/04/2022","AQS","410050004","3","1.5","ug/m3 LC","6","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"01/05/2022","AQS","410050004","3","2.6","ug/m3 LC","11","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"01/06/2022","AQS","410050004","3","1.2","ug/m3 LC","5","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"01/07/2022","AQS","410050004","3","2.1","ug/m3 LC","9","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"01/08/2022","AQS","410050004","3","4.1","ug/m3 LC","17","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"01/09/2022","AQS","410050004","3","6.7","ug/m3 LC","28","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"01/10/2022","AQS","410050004","3","11","ug/m3 LC","46","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"01/11/2022","AQS","410050004","3","4.1","ug/m3 LC","17","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"01/12/2022","AQS","410050004","3","6.8","ug/m3 LC","28","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"01/13/2022","AQS","410050004","3","2","ug/m3 LC","8","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"01/14/2022","AQS","410050004","3","3.8","ug/m3 LC","16","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"01/15/2022","AQS","410050004","3","8.2","ug/m3 LC","34","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"01/16/2022","AQS","410050004","3","6","ug/m3 LC","25","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"01/17/2022","AQS","410050004","3","8.7","ug/m3 LC","36","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"01/18/2022","AQS","410050004","3","5.1","ug/m3 LC","21","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"01/19/2022","AQS","410050004","3","2.7","ug/m3 LC","11","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"01/20/2022","AQS","410050004","3","1.6","ug/m3 LC","7","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"01/21/2022","AQS","410050004","3","5.1","ug/m3 LC","21","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"01/22/2022","AQS","410050004","3","5.4","ug/m3 LC","23","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"01/23/2022","AQS","410050004","3","9.8","ug/m3 LC","41","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"01/24/2022","AQS","410050004","3","11.8","ug/m3 LC","49","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"01/25/2022","AQS","410050004","3","5.9","ug/m3 LC","25","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"01/26/2022","AQS","410050004","3","5.3","ug/m3 LC","22","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"01/27/2022","AQS","410050004","3","5.5","ug/m3 LC","23","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"01/28/2022","AQS","410050004","3","7.8","ug/m3 LC","33","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"01/29/2022","AQS","410050004","3","14","ug/m3 LC","55","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"01/30/2022","AQS","410050004","3","9.4","ug/m3 LC","39","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"01/31/2022","AQS","410050004","3","2.6","ug/m3 LC","11","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"02/01/2022","AQS","410050004","3","3.8","ug/m3 LC","16","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"02/02/2022","AQS","410050004","3","2.3","ug/m3 LC","10","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"02/03/2022","AQS","410050004","3","3.7","ug/m3 LC","15","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"02/04/2022","AQS","410050004","3","4.6","ug/m3 LC","19","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"02/05/2022","AQS","410050004","3","4.3","ug/m3 LC","18","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"02/06/2022","AQS","410050004","3","8.7","ug/m3 LC","36","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"02/07/2022","AQS","410050004","3","9.8","ug/m3 LC","41","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"02/08/2022","AQS","410050004","3","6.8","ug/m3 LC","28","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"02/09/2022","AQS","410050004","3","6.1","ug/m3 LC","25","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"02/10/2022","AQS","410050004","3","10.2","ug/m3 LC","43","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"02/11/2022","AQS","410050004","3","5","ug/m3 LC","21","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"02/12/2022","AQS","410050004","3","3.7","ug/m3 LC","15","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"02/13/2022","AQS","410050004","3","10.2","ug/m3 LC","43","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"02/14/2022","AQS","410050004","3","2.4","ug/m3 LC","10","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"02/15/2022","AQS","410050004","3","3.8","ug/m3 LC","16","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"02/16/2022","AQS","410050004","3","4.1","ug/m3 LC","17","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"02/17/2022","AQS","410050004","3","5.6","ug/m3 LC","23","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"02/18/2022","AQS","410050004","3","6.9","ug/m3 LC","29","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"02/19/2022","AQS","410050004","3","7.2","ug/m3 LC","30","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"02/20/2022","AQS","410050004","3","2.4","ug/m3 LC","10","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"02/21/2022","AQS","410050004","3","3.1","ug/m3 LC","13","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"02/22/2022","AQS","410050004","3","3.3","ug/m3 LC","14","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"02/23/2022","AQS","410050004","3","3.2","ug/m3 LC","13","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"02/24/2022","AQS","410050004","3","5.5","ug/m3 LC","23","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"02/25/2022","AQS","410050004","3","5","ug/m3 LC","21","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"02/26/2022","AQS","410050004","3","10","ug/m3 LC","42","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"02/27/2022","AQS","410050004","3","3","ug/m3 LC","13","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"02/28/2022","AQS","410050004","3","1.4","ug/m3 LC","6","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"03/01/2022","AQS","410050004","3","1.9","ug/m3 LC","8","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"03/02/2022","AQS","410050004","3","2.1","ug/m3 LC","9","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"03/03/2022","AQS","410050004","3","1.9","ug/m3 LC","8","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"03/04/2022","AQS","410050004","3","2.7","ug/m3 LC","11","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"03/05/2022","AQS","410050004","3","4.9","ug/m3 LC","20","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"03/06/2022","AQS","410050004","3","9.9","ug/m3 LC","41","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"03/07/2022","AQS","410050004","3","9.6","ug/m3 LC","40","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"03/08/2022","AQS","410050004","3","5.8","ug/m3 LC","24","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"03/09/2022","AQS","410050004","3","2.6","ug/m3 LC","11","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"03/10/2022","AQS","410050004","3","3.5","ug/m3 LC","15","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"03/11/2022","AQS","410050004","3","8.2","ug/m3 LC","34","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"03/12/2022","AQS","410050004","3","4.6","ug/m3 LC","19","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"03/13/2022","AQS","410050004","3","1.9","ug/m3 LC","8","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"03/14/2022","AQS","410050004","3","3.9","ug/m3 LC","16","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"03/15/2022","AQS","410050004","3","2.1","ug/m3 LC","9","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"03/16/2022","AQS","410050004","3","3","ug/m3 LC","13","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"03/17/2022","AQS","410050004","3","4","ug/m3 LC","17","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"03/18/2022","AQS","410050004","3","2.1","ug/m3 LC","9","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"03/19/2022","AQS","410050004","3","2.1","ug/m3 LC","9","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"03/20/2022","AQS","410050004","3","2.5","ug/m3 LC","10","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"03/21/2022","AQS","410050004","3","2.4","ug/m3 LC","10","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"03/22/2022","AQS","410050004","3","3.1","ug/m3 LC","13","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"03/23/2022","AQS","410050004","3","3.8","ug/m3 LC","16","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"03/24/2022","AQS","410050004","3","5.9","ug/m3 LC","25","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"03/25/2022","AQS","410050004","3","4.9","ug/m3 LC","20","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"03/26/2022","AQS","410050004","3","4.3","ug/m3 LC","18","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"03/27/2022","AQS","410050004","3","11.5","ug/m3 LC","48","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"03/28/2022","AQS","410050004","3","4.8","ug/m3 LC","20","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"03/29/2022","AQS","410050004","3","4.1","ug/m3 LC","17","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"03/30/2022","AQS","410050004","3","2.6","ug/m3 LC","11","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"03/31/2022","AQS","410050004","3","3.8","ug/m3 LC","16","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"04/01/2022","AQS","410050004","3","4.4","ug/m3 LC","18","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"04/02/2022","AQS","410050004","3","4.3","ug/m3 LC","18","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"04/03/2022","AQS","410050004","3","4.3","ug/m3 LC","18","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"04/06/2022","AQS","410050004","3","3.6","ug/m3 LC","15","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"04/07/2022","AQS","410050004","3","4.2","ug/m3 LC","18","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"04/08/2022","AQS","410050004","3","2.5","ug/m3 LC","10","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"04/09/2022","AQS","410050004","3","2.9","ug/m3 LC","12","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"04/10/2022","AQS","410050004","3","2.3","ug/m3 LC","10","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"04/11/2022","AQS","410050004","3","2","ug/m3 LC","8","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
"04/12/2022","AQS","410050004","3","2.4","ug/m3 LC","10","CARUS TRAILER/SPANGLER RD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","005","Clackamas","45.25928","-122.588151"
